year,state,state_po,county_name,candidate,party,candidatevotes,totalvotes,County Name,State Name,Males 18-24 %,Females 65+ %,White alone %,Black or African American alone %,"less than $39,999 %","more than $200,000 %",Regular high school diploma %,Master's degree %,In labor force %,Not in labor force %
2012,Arizona,AZ,Pinal,MITT ROMNEY,REPUBLICAN,62079,108315,Pinal County,Arizona,0.0867571656503173,0.1555690384472288,0.772912854870322,0.04523663450732136,0.38985384452446514,0.015642057582324474,0.2290004769815293,0.046649615947630715,0.5286934289721783,0.4713065710278217
2012,Arizona,AZ,Yavapai,MITT ROMNEY,REPUBLICAN,64468,100283,Yavapai County,Arizona,0.07755267501230612,0.25142793457969964,0.9167502839833397,0.005594471790988262,0.4565308002808003,0.022683397683397683,0.21952686575759708,0.06242121361428745,0.5312773130228493,0.4687226869771507
2012,Arizona,AZ,Yuma,MITT ROMNEY,REPUBLICAN,23352,41953,Yuma County,Arizona,0.1239623461845684,0.16603943846840102,0.7632725791670909,0.020792180022400977,0.4865285047995322,0.013721099399523613,0.19235592115162764,0.034709334403370616,0.5527302704930772,0.4472697295069228
2012,Georgia,GA,Appling,MITT ROMNEY,REPUBLICAN,5233,7086,Appling County,Georgia,0.07519203721735368,0.15360779105799027,0.7470321133541222,0.19492313583894086,0.5561231729814106,0.007520930892578402,0.37074802186148953,0.02520597112325638,0.5876634979629762,0.4123365020370238
2012,Georgia,GA,Atkinson,MITT ROMNEY,REPUBLICAN,1938,2902,Atkinson County,Georgia,0.08347285338435781,0.11188308576904647,0.6581687612208259,0.16971873129862358,0.6450901066568592,0.003677822728944465,0.33080365829928,0.03152364273204904,0.5845276872964169,0.41547231270358304
2012,Georgia,GA,Bacon,MITT ROMNEY,REPUBLICAN,3093,3931,Bacon County,Georgia,0.0973258140804075,0.15745512706593212,0.7738223660553758,0.16271125494426467,0.57535616095976,0.011497125718570358,0.37695258975061663,0.020416552480131543,0.5205351948807446,0.4794648051192554
2012,Georgia,GA,Baker,BARACK OBAMA,DEMOCRAT,794,1589,Baker County,Georgia,0.14403032217308906,0.22736842105263158,0.429801894918174,0.5687625610106231,0.6762295081967213,0.018442622950819672,0.42201426024955435,0.0022281639928698753,0.4391320338359691,0.5608679661640309
2012,Georgia,GA,Baldwin,BARACK OBAMA,DEMOCRAT,8483,16238,Baldwin County,Georgia,0.1798415568759149,0.13290428472702143,0.5540558023200656,0.4169002544309802,0.545852857055924,0.009614799488833444,0.2968539166252397,0.061359278460336626,0.4880400324870969,0.5119599675129032
2012,Georgia,GA,Banks,MITT ROMNEY,REPUBLICAN,5354,6195,Banks County,Georgia,0.08571122076807552,0.14180107526881722,0.934027397260274,0.02778082191780822,0.49889429455992923,0.016659295297066196,0.3460458973088988,0.018821198613174838,0.6235013671738063,0.37649863282619367
2012,Georgia,GA,Barrow,MITT ROMNEY,REPUBLICAN,18725,25199,Barrow County,Georgia,0.08362963605353685,0.11102104623223229,0.8030114556815552,0.1214417958805832,0.3761537810144805,0.00906088576509442,0.2797093221301238,0.038537526967185196,0.6861370414842933,0.3138629585157067
2012,Georgia,GA,Bartow,MITT ROMNEY,REPUBLICAN,26876,35802,Bartow County,Georgia,0.0841864142222943,0.1205951603648523,0.8265379685998078,0.10012816404998398,0.4038094687554194,0.016503844152841205,0.3168344303485271,0.04178934225332573,0.6314888461639758,0.3685111538360241
2012,Georgia,GA,Berrien,MITT ROMNEY,REPUBLICAN,4843,6201,Berrien County,Georgia,0.07930816283484497,0.1583583791066432,0.838847943128953,0.1111285348387434,0.58801393728223,0.002926829268292683,0.25475106015391863,0.03486728443536988,0.5382863267903798,0.46171367320962015
2012,Georgia,GA,Bibb,BARACK OBAMA,DEMOCRAT,38585,64718,Bibb County,Georgia,0.10118315708937892,0.14665031687832358,0.4374710722550784,0.5152545641553099,0.5224662043846746,0.02929537017580724,0.2740369621424763,0.04900451714805984,0.5797030279826212,0.42029697201737887
2012,Georgia,GA,Bleckley,MITT ROMNEY,REPUBLICAN,3587,4907,Bleckley County,Georgia,0.16770683309329493,0.1757396449704142,0.6885233300023061,0.28180490429702515,0.5081212121212121,0.022545454545454546,0.3433689024390244,0.04649390243902439,0.4828183655789778,0.5171816344210223
2012,Georgia,GA,Brantley,MITT ROMNEY,REPUBLICAN,4964,6002,Brantley County,Georgia,0.09729493891797557,0.13247722533201625,0.9513102467312217,0.041030690956835716,0.5333536864600824,0.002747672111128072,0.36868982838007536,0.017664294683968188,0.5573515917272535,0.44264840827274654
2012,Georgia,GA,Brooks,MITT ROMNEY,REPUBLICAN,3554,6742,Brooks County,Georgia,0.10181168665475887,0.18133203694701022,0.5944230051039462,0.3566538030623677,0.5529868114817688,0.021411947245927074,0.31717814371257486,0.02694610778443114,0.5885216298971501,0.41147837010285
2012,Georgia,GA,Bryan,MITT ROMNEY,REPUBLICAN,9560,13453,Bryan County,Georgia,0.08210332103321033,0.09630829015544042,0.8008230990331853,0.1387183172197544,0.3054236669101534,0.03414901387874361,0.22087064547854443,0.07257104404989906,0.6957249152467749,0.304275084753225
2012,Georgia,GA,Bulloch,MITT ROMNEY,REPUBLICAN,14174,24085,Bulloch County,Georgia,0.29106480159862974,0.10249080101896406,0.668021603183627,0.2775724843661171,0.5490592998332936,0.01583710407239819,0.25478268050317926,0.07399047592832173,0.5662391681109186,0.43376083188908143
2012,Georgia,GA,Burke,BARACK OBAMA,DEMOCRAT,5405,9779,Burke County,Georgia,0.09657821852943804,0.13420200846543281,0.478831425866965,0.4985801566130281,0.5921477463515433,0.00413276507813509,0.34424754257233836,0.025889519590197977,0.5384970298171752,0.4615029701828248
2012,Georgia,GA,Butts,MITT ROMNEY,REPUBLICAN,6306,9381,Butts County,Georgia,0.12460392902408111,0.15651308047433693,0.7014490304592117,0.2861307084618309,0.4077732170343766,0.008465879938429965,0.341396164932949,0.026193758616367965,0.578340409917702,0.42165959008229803
2012,Georgia,GA,Calhoun,BARACK OBAMA,DEMOCRAT,1298,2188,Calhoun County,Georgia,0.12129032258064516,0.17590539541759054,0.34250113964443096,0.5982373499468165,0.6132442960489705,0.022259321090706732,0.24230164081816138,0.025848505282085862,0.48347793981908804,0.516522060180912
2012,Georgia,GA,Camden,MITT ROMNEY,REPUBLICAN,11343,17983,Camden County,Georgia,0.14999031570792176,0.1025182778229082,0.7513036581738872,0.194924159809656,0.36574482150727194,0.014598942265315117,0.25787504921905763,0.05574878592991206,0.6673322269474121,0.3326677730525879
2012,Georgia,GA,Candler,MITT ROMNEY,REPUBLICAN,2344,3528,Candler County,Georgia,0.1225134783416992,0.16044776119402984,0.682202234941401,0.24211865176705732,0.5761099365750528,0.01004228329809725,0.34895684481280365,0.03143755358673907,0.598979954928241,0.401020045071759
2012,Georgia,GA,Carroll,MITT ROMNEY,REPUBLICAN,28280,41549,Carroll County,Georgia,0.1258514734192211,0.1221309452455664,0.7751512415349887,0.1821670428893905,0.4299563496091767,0.01949040706527256,0.29073220686123913,0.04505888376856119,0.6279995808445982,0.3720004191554019
2012,Georgia,GA,Catoosa,MITT ROMNEY,REPUBLICAN,17858,23678,Catoosa County,Georgia,0.08896728672225786,0.1572051080312292,0.9378444866564942,0.023884408183601658,0.44539650537634407,0.007728494623655914,0.24284586081947412,0.03786119111771811,0.6463904669530276,0.3536095330469724
2012,Georgia,GA,Charlton,MITT ROMNEY,REPUBLICAN,2527,3764,Charlton County,Georgia,0.07625390784287074,0.151688404502412,0.738073182028717,0.24718233750192992,0.5059920106524634,0.01944074567243675,0.28421512898994317,0.031045037166593792,0.4866025581178228,0.5133974418821772
2012,Georgia,GA,Chatham,BARACK OBAMA,DEMOCRAT,60246,108628,Chatham County,Georgia,0.1319126398105742,0.13952999507089217,0.543646562340432,0.40261090920013215,0.44494578627109815,0.03332448612462768,0.23968870687341756,0.07023930367414563,0.6235165785860713,0.37648342141392865
2012,Georgia,GA,Chattahoochee,MITT ROMNEY,REPUBLICAN,735,1490,Chattahoochee County,Georgia,0.3568215892053973,0.07445414847161572,0.6693798774859444,0.20567256859947974,0.37944509574052365,0.003907776475185619,0.1656039351430133,0.04281289852432137,0.7172552525704068,0.2827447474295932
2012,Georgia,GA,Chattooga,MITT ROMNEY,REPUBLICAN,5452,7822,Chattooga County,Georgia,0.09527711561382599,0.18003365114974762,0.8501833622852731,0.11248793669175834,0.5788741438356164,0.007705479452054794,0.28318732213604153,0.01601473132079683,0.5072170900692841,0.49278290993071594
2012,Georgia,GA,Cherokee,MITT ROMNEY,REPUBLICAN,76514,98220,Cherokee County,Georgia,0.08077419598013626,0.10336024097491987,0.8777847023914722,0.05723348247090887,0.26949971687056373,0.05177976480503575,0.19885574348031565,0.0742692654703768,0.7056680760838747,0.2943319239161253
2012,Georgia,GA,Clarke,BARACK OBAMA,DEMOCRAT,25431,40368,Clarke County,Georgia,0.28806680017164926,0.09986415240806029,0.6568332738914081,0.2616293880878382,0.5589579412986632,0.030499279063515725,0.17978998331643167,0.11688311688311688,0.5681753803820007,0.43182461961799934
2012,Georgia,GA,Clay,BARACK OBAMA,DEMOCRAT,862,1402,Clay County,Georgia,0.08338720103425985,0.2194222495390289,0.3487712665406427,0.6298046628859484,0.6964980544747081,0.0,0.3695042095416277,0.021047708138447148,0.453646477132262,0.546353522867738
2012,Georgia,GA,Clayton,BARACK OBAMA,DEMOCRAT,81479,96067,Clayton County,Georgia,0.11157110494240771,0.07501719067753215,0.2097982950859707,0.6560217655094518,0.46962964686176895,0.00863071697762062,0.2762314258615239,0.042750553272209925,0.6978999963979355,0.3021000036020645
2012,Georgia,GA,Clinch,MITT ROMNEY,REPUBLICAN,1598,2472,Clinch County,Georgia,0.11340523882896764,0.15527426160337554,0.6970588235294117,0.2852941176470588,0.5655864197530864,0.0,0.3135985198889917,0.05365402405180388,0.5653170359052712,0.4346829640947288
2012,Georgia,GA,Cobb,MITT ROMNEY,REPUBLICAN,171722,310116,Cobb County,Georgia,0.09637637887444035,0.09870137913367096,0.6315775779827123,0.2512994709606545,0.29977475309473844,0.07102785745913791,0.17102945991628393,0.11050565924195362,0.7288309350502874,0.2711690649497126
2012,Georgia,GA,Coffee,MITT ROMNEY,REPUBLICAN,9248,14454,Coffee County,Georgia,0.11328865264617517,0.13200515981080693,0.6415214020579806,0.2735046750927971,0.56224600379301,0.019845570306150095,0.31426239240130605,0.03539626001780944,0.5370732901015539,0.4629267098984461
2012,Georgia,GA,Colquitt,MITT ROMNEY,REPUBLICAN,9243,13328,Colquitt County,Georgia,0.10703052319142338,0.14622353863576967,0.6841492609430937,0.22947003140717315,0.5674235697069644,0.014524927058226564,0.3022363325541639,0.03481840700554722,0.5984377722283524,0.4015622277716476
2012,Georgia,GA,Columbia,MITT ROMNEY,REPUBLICAN,41765,58923,Columbia County,Georgia,0.088611353999967,0.11306438518703553,0.7680744394978543,0.15476677495688446,0.26748886605001715,0.05606943017014959,0.21217009343475077,0.08762765073023042,0.6699010774368345,0.33009892256316553
2012,Georgia,GA,Cook,MITT ROMNEY,REPUBLICAN,3935,6031,Cook County,Georgia,0.08468183477308674,0.14874632934267,0.6753938967961108,0.2795056521993791,0.5303265940902022,0.014307931570762053,0.3338173897259031,0.036304229442730075,0.6429354636591479,0.3570645363408521
2012,Georgia,GA,Coweta,MITT ROMNEY,REPUBLICAN,39653,55555,Coweta County,Georgia,0.08063118017208168,0.11365456898145296,0.7778118416501588,0.1776719177436091,0.3125053977027377,0.024116935832109856,0.2676842574842358,0.06722851183371312,0.6608472612940592,0.33915273870594076
2012,Georgia,GA,Crawford,MITT ROMNEY,REPUBLICAN,3368,5133,Crawford County,Georgia,0.08931860036832412,0.1426030719482619,0.7328556806550666,0.23502086449885837,0.5157715260017051,0.007246376811594203,0.2920282309383316,0.01758648617378225,0.5840220385674931,0.41597796143250687
2012,Georgia,GA,Crisp,MITT ROMNEY,REPUBLICAN,4182,7396,Crisp County,Georgia,0.08849557522123894,0.16611842105263158,0.5455242966751919,0.4358056265984655,0.5604011719630381,0.012733829163849448,0.2953801858395498,0.031867556602538934,0.5484695294705849,0.45153047052941503
2012,Georgia,GA,Dade,MITT ROMNEY,REPUBLICAN,4471,6020,Dade County,Georgia,0.12458735786770998,0.16047036465138378,0.9609591517050247,0.012712374984937944,0.4708339780287792,0.017793594306049824,0.2756830601092896,0.03761384335154827,0.6210997724102488,0.3789002275897511
2012,Georgia,GA,Dawson,MITT ROMNEY,REPUBLICAN,8847,10244,Dawson County,Georgia,0.07980456026058631,0.14543505449347865,0.9436303155623483,0.0018879798615481435,0.350661853188929,0.03790613718411552,0.2755674406470128,0.04513435950952257,0.6250491214281705,0.37495087857182957
2012,Georgia,GA,Decatur,MITT ROMNEY,REPUBLICAN,5824,10485,Decatur County,Georgia,0.10286554004408523,0.16444913762759591,0.5338486428186231,0.4163940319971239,0.5918270146694609,0.017336635549628502,0.27132296149177976,0.03790135716650116,0.5280509765895554,0.47194902341044465
2012,Georgia,GA,Dekalb,BARACK OBAMA,DEMOCRAT,238224,306265,DeKalb County,Georgia,0.1037665230684131,0.10354666740325387,0.34705781585815443,0.5448003443356639,0.3971681121252024,0.05165811500098382,0.1961468658383359,0.10306435850900461,0.7015190267961093,0.2984809732038906
2012,Georgia,GA,Dodge,MITT ROMNEY,REPUBLICAN,5214,7733,Dodge County,Georgia,0.11312861593235425,0.17198754136655636,0.6844111767167232,0.299967455483751,0.5374481580873384,0.002927543303244694,0.32936259143155694,0.030094043887147336,0.5140464142383528,0.48595358576164716
2012,Georgia,GA,Dooly,BARACK OBAMA,DEMOCRAT,2285,4298,Dooly County,Georgia,0.10602378820821076,0.1687285735579073,0.45209251101321585,0.5165886563876652,0.5969162995594713,0.014817781337605127,0.349498997995992,0.02214428857715431,0.4560033941450997,0.5439966058549003
2012,Georgia,GA,Dougherty,BARACK OBAMA,DEMOCRAT,26295,37919,Dougherty County,Georgia,0.12961827554102232,0.13757566166871069,0.2981679018088402,0.6712266494698227,0.5888969319004399,0.021771813575366113,0.24270824360410026,0.04722198294426738,0.5877552138250236,0.4122447861749764
2012,Georgia,GA,Douglas,BARACK OBAMA,DEMOCRAT,28441,55267,Douglas County,Georgia,0.09049205052472821,0.09614148849164622,0.5533892404105234,0.3945460325149102,0.34170569654721705,0.027034092146824965,0.26984240858980796,0.05964081593610254,0.6881279227636145,0.3118720772363856
2012,Georgia,GA,Early,BARACK OBAMA,DEMOCRAT,2765,5353,Early County,Georgia,0.09005665168978316,0.18557410914098812,0.47721449487554907,0.5077781844802343,0.5740424493778971,0.014637716516223469,0.35690282833940074,0.03556426771212545,0.4737280076081788,0.5262719923918212
2012,Georgia,GA,Echols,MITT ROMNEY,REPUBLICAN,917,1102,Echols County,Georgia,0.1483836777954425,0.129153018249883,0.7350894632206759,0.021123260437375745,0.6009002250562641,0.024756189047261814,0.3571130579891531,0.025448477263245724,0.575619295958279,0.424380704041721
2012,Georgia,GA,Effingham,MITT ROMNEY,REPUBLICAN,15596,20816,Effingham County,Georgia,0.08588194147592586,0.10045334340763128,0.8280941708330939,0.1364097848782637,0.2997385839034429,0.01668613382279326,0.3175031044613381,0.048974770572735256,0.6657907492920376,0.33420925070796237
2012,Georgia,GA,Elbert,MITT ROMNEY,REPUBLICAN,4859,8143,Elbert County,Georgia,0.10505958603386996,0.18696023536110848,0.6636820375068397,0.3025916529871164,0.5604452498058504,0.007248252653378203,0.4016043567853989,0.03252870179570209,0.5632392515176169,0.4367607484823831
2012,Georgia,GA,Emanuel,MITT ROMNEY,REPUBLICAN,5100,8083,Emanuel County,Georgia,0.11151046814628449,0.16240955452881178,0.6145575221238938,0.33654867256637166,0.6206513693560326,0.011843079200592153,0.3246451965065502,0.027429039301310045,0.5471912667727996,0.4528087332272004
2012,Georgia,GA,Evans,MITT ROMNEY,REPUBLICAN,2268,3563,Evans County,Georgia,0.11174134997163924,0.155154091392136,0.6048468221307728,0.28879743941472336,0.5359049005337215,0.005822416302765648,0.32693401592719,0.02957906712172924,0.5681439123183226,0.4318560876816774
2012,Georgia,GA,Fannin,MITT ROMNEY,REPUBLICAN,7857,10017,Fannin County,Georgia,0.0678921356108558,0.22909907661592213,0.9663326823469475,0.005858877473040673,0.5597609561752988,0.006673306772908366,0.3265155807365439,0.040339943342776206,0.517916305622101,0.482083694377899
2012,Georgia,GA,Fayette,MITT ROMNEY,REPUBLICAN,38075,58568,Fayette County,Georgia,0.0813869959422991,0.13842742375222655,0.7232105139638583,0.19992490025815537,0.22268395976707253,0.08713605082053996,0.18277816054781423,0.10846609204291399,0.655560498755516,0.34443950124448397
2012,Georgia,GA,Floyd,MITT ROMNEY,REPUBLICAN,22733,32829,Floyd County,Georgia,0.10323148227619947,0.16038306451612902,0.7897384724127895,0.14307097417986778,0.4882689556509299,0.02123032904148784,0.24705377164941075,0.05043179541008636,0.5953766398645789,0.40462336013542105
2012,Georgia,GA,Forsyth,MITT ROMNEY,REPUBLICAN,65908,81731,Forsyth County,Georgia,0.06490690281562216,0.10231063882367478,0.8616003116830319,0.027210154542836654,0.20321374395879635,0.09607718629837372,0.17510050074053177,0.10302207489949926,0.6924765762701383,0.3075234237298618
2012,Georgia,GA,Franklin,MITT ROMNEY,REPUBLICAN,6114,7762,Franklin County,Georgia,0.09832002203249793,0.19137514538785005,0.8708201178069778,0.08749433620299049,0.5572099415874471,0.004008704615737029,0.29679233911471237,0.03354985602357195,0.5318478505514292,0.4681521494485708
2012,Georgia,GA,Fulton,BARACK OBAMA,DEMOCRAT,255470,397413,Fulton County,Georgia,0.11191248974695937,0.1055794929108781,0.4582387968177637,0.4421490315049998,0.36920303708963786,0.0989348336701808,0.16561315829223283,0.12721893491124261,0.6855157281707073,0.3144842718292927
2012,Georgia,GA,Gilmer,MITT ROMNEY,REPUBLICAN,8926,11018,Gilmer County,Georgia,0.07903294217446628,0.19040181740735482,0.9332672145083593,0.004285916690280533,0.5302573203194321,0.03194321206743567,0.2636612702366127,0.034620174346201744,0.5603474886448825,0.4396525113551175
2012,Georgia,GA,Glascock,MITT ROMNEY,REPUBLICAN,1135,1333,Glascock County,Georgia,0.0534045393858478,0.18244949494949494,0.8922777417261518,0.07884490590525632,0.5456852791878173,0.001692047377326565,0.32615816565278427,0.03228825456247075,0.5961214165261383,0.40387858347386174
2012,Georgia,GA,Glynn,MITT ROMNEY,REPUBLICAN,20893,33133,Glynn County,Georgia,0.08861427967891847,0.16548519973177508,0.675792434821922,0.2561787310996132,0.4168995086231814,0.040080932652471334,0.23351500158107177,0.06673982998828147,0.6422495122965237,0.3577504877034763
2012,Georgia,GA,Gordon,MITT ROMNEY,REPUBLICAN,13197,16897,Gordon County,Georgia,0.09014475800555637,0.13234660152320735,0.8492535150021743,0.04228873749818814,0.4920287589871835,0.01557778472439304,0.27992075845478986,0.03506438375548323,0.6166294377643649,0.3833705622356352
2012,Georgia,GA,Grady,MITT ROMNEY,REPUBLICAN,5924,9396,Grady County,Georgia,0.10021392134276781,0.1557999070775902,0.6195947024094463,0.29076910802616884,0.5784908026755853,0.009301839464882944,0.33613600098195656,0.029765557874064073,0.515483637491599,0.48451636250840097
2012,Georgia,GA,Greene,MITT ROMNEY,REPUBLICAN,5071,8323,Greene County,Georgia,0.07587597680867154,0.22125651850012415,0.5699899924943708,0.3824743557668251,0.4934705791980335,0.04532186203717929,0.3469110658520027,0.05694161575016972,0.5062353563600634,0.4937646436399365
2012,Georgia,GA,Gwinnett,MITT ROMNEY,REPUBLICAN,159855,296728,Gwinnett County,Georgia,0.09171160495308668,0.07914404903672641,0.5279402040896889,0.23318825990841624,0.31105626776319767,0.04333464352663724,0.2052700963868737,0.08066776131420858,0.7175362222517613,0.2824637777482387
2012,Georgia,GA,Habersham,MITT ROMNEY,REPUBLICAN,12166,14641,Habersham County,Georgia,0.09159092037947648,0.16066361056537873,0.892815651284911,0.041265858078907015,0.47985224983210206,0.01544660846205507,0.2772036895762536,0.04802690893959359,0.5545555816135085,0.44544441838649157
2012,Georgia,GA,Hall,MITT ROMNEY,REPUBLICAN,47481,61364,Hall County,Georgia,0.09568082072144776,0.12804567685396243,0.8173211451576333,0.07407468852132654,0.3794471587369249,0.037085614978522474,0.24912289957529873,0.05430548594441074,0.6473796555277491,0.3526203444722508
2012,Georgia,GA,Hancock,BARACK OBAMA,DEMOCRAT,3308,4088,Hancock County,Georgia,0.12070938215102975,0.2022498803255146,0.23912120568881343,0.7476119719804712,0.7083916083916084,0.0,0.35072943299744325,0.024966160324860882,0.3783987915407855,0.6216012084592145
2012,Georgia,GA,Haralson,MITT ROMNEY,REPUBLICAN,8446,10376,Haralson County,Georgia,0.0895169946332737,0.15574665574665575,0.9211234149579068,0.048206238865406786,0.5126505461674914,0.007842405004201289,0.2935507783543366,0.023668325743937308,0.5729371755861822,0.42706282441381777
2012,Georgia,GA,Harris,MITT ROMNEY,REPUBLICAN,11197,15488,Harris County,Georgia,0.0805234021137393,0.14705145862025792,0.7941010354565422,0.17348603702541576,0.2821896002829855,0.06720905553590378,0.2546792658549882,0.08059240414319462,0.6267002122808397,0.37329978771916034
2012,Georgia,GA,Hart,MITT ROMNEY,REPUBLICAN,6517,9511,Hart County,Georgia,0.08509788254095085,0.20404325340855664,0.7819361474858567,0.20049847687621158,0.5432706804703991,0.01336817770630214,0.32181942544459646,0.03881668946648427,0.5214521452145214,0.47854785478547857
2012,Georgia,GA,Heard,MITT ROMNEY,REPUBLICAN,3160,4172,Heard County,Georgia,0.07782299084435401,0.1490269716626835,0.8655154814562777,0.11670636270840422,0.5004606172270843,0.008982035928143712,0.27757141027283205,0.014730370180607147,0.5772915305900284,0.4227084694099717
2012,Georgia,GA,Henry,MITT ROMNEY,REPUBLICAN,46774,91378,Henry County,Georgia,0.08983962699185326,0.09278409090909091,0.5583335384009647,0.36416566183527327,0.28770770887291564,0.024008381107586647,0.2678572829780055,0.061871768112302945,0.6895074805150238,0.31049251948497625
2012,Georgia,GA,Houston,MITT ROMNEY,REPUBLICAN,34662,58056,Houston County,Georgia,0.1027730798390389,0.11792930343498217,0.6341409675974954,0.28533962572584026,0.356093411691927,0.0268906588308073,0.22886211094111208,0.08142456696782552,0.6746334419431279,0.32536655805687204
2012,Georgia,GA,Irwin,MITT ROMNEY,REPUBLICAN,2538,3709,Irwin County,Georgia,0.10287813839559094,0.17716452496313462,0.7011196350818992,0.28965374248393116,0.5095761381475667,0.013186813186813187,0.3095201357815152,0.026693411510569358,0.5224215246636771,0.47757847533632286
2012,Georgia,GA,Jackson,MITT ROMNEY,REPUBLICAN,19135,23704,Jackson County,Georgia,0.08820882088208822,0.13164414786429257,0.8836198314196588,0.0712982013672264,0.3709647058823529,0.019341176470588237,0.2907097460309422,0.04917327121261996,0.6187627346425629,0.381237265357437
2012,Georgia,GA,Jasper,MITT ROMNEY,REPUBLICAN,4136,6031,Jasper County,Georgia,0.09222737819025523,0.1413642960812772,0.7347308864064993,0.21420281444944148,0.4455989021760439,0.027053518917859242,0.3595248474280732,0.044899738448125545,0.6438898609448384,0.3561101390551616
2012,Georgia,GA,Jefferson,BARACK OBAMA,DEMOCRAT,4261,7298,Jefferson County,Georgia,0.09477685139774399,0.17134280106223299,0.41725634774335496,0.575072842956532,0.658252427184466,0.0035598705501618125,0.37112936715717254,0.017242935812945743,0.5279032381535635,0.4720967618464365
2012,Georgia,GA,Jenkins,MITT ROMNEY,REPUBLICAN,1887,3390,Jenkins County,Georgia,0.1137011137011137,0.1774263431542461,0.5882977468444025,0.35720184027368174,0.6268230818008877,0.02251109701965758,0.26335040234089246,0.038222384784198975,0.5457511263010719,0.4542488736989281
2012,Georgia,GA,Johnson,MITT ROMNEY,REPUBLICAN,2440,3772,Johnson County,Georgia,0.1044338585562477,0.1711253592748176,0.6194770063119928,0.3525698827772768,0.5589820359281437,0.01526946107784431,0.29877961234745154,0.03603732950466619,0.47988187523071246,0.5201181247692875
2012,Georgia,GA,Jones,MITT ROMNEY,REPUBLICAN,7744,12105,Jones County,Georgia,0.07965311179128406,0.138508983641727,0.7318946853830575,0.25096026258816956,0.3856233975880733,0.02658816826512202,0.32554966678910635,0.04628220601353833,0.6168960521550163,0.3831039478449837
2012,Georgia,GA,Lamar,MITT ROMNEY,REPUBLICAN,4899,7592,Lamar County,Georgia,0.14341846758349705,0.14887344704148242,0.6570987824362294,0.31226929645749546,0.5133168163518117,0.010065035614741405,0.3170648464163823,0.035409556313993173,0.5994323940806812,0.4005676059193189
2012,Georgia,GA,Lanier,MITT ROMNEY,REPUBLICAN,1820,2972,Lanier County,Georgia,0.09322725418196655,0.10999225406661503,0.6910391416650109,0.23822769719848996,0.4833195478356769,0.015439757375241246,0.22229279136233726,0.04938075579549063,0.6024878312601406,0.3975121687398594
