year_x,state,state_po,county_name,candidate,party,candidatevotes,totalvotes,County Name,State Name,Males 18-24 %,Females 65+ %,White alone %,Black or African American alone %,"less than $39,999 %","more than $200,000 %",Regular high school diploma %,Master's degree %,In labor force %,Not in labor force %,year_y
2020,Arizona,AZ,Apache,JOSEPH R BIDEN JR,DEMOCRAT,16460,35172,Apache County,Arizona,0.09667118797332429,0.16657490502670264,0.22013832724433166,0.007599631871043311,0.5564752383166706,0.006463613113229481,0.28195233187887825,0.03885368474137742,0.3824565888217357,0.6175434111782643,2020
2020,Arizona,AZ,Cochise,DONALD J TRUMP,REPUBLICAN,25934,60442,Cochise County,Arizona,0.09591275574404623,0.2342478774306842,0.8208427579443539,0.04079340725391879,0.3969401182316319,0.02761356717795628,0.19369476411945094,0.0797659865793077,0.5032557318532175,0.4967442681467825,2020
2020,Arizona,AZ,Coconino,JOSEPH R BIDEN JR,DEMOCRAT,39430,73272,Coconino County,Arizona,0.18910786606582625,0.12971024539026757,0.6313073797573354,0.013560251381331984,0.34541782275175453,0.052207442467765625,0.19254216381621084,0.10424128851673506,0.6149056086613903,0.3850943913386097,2020
2020,Arizona,AZ,Gila,DONALD J TRUMP,REPUBLICAN,15005,27662,Gila County,Arizona,0.06628922800044992,0.2934682612695492,0.739962114177469,0.007261449318426624,0.4268969497846646,0.02526306442303423,0.23736789129340716,0.055762455963764467,0.46628157209196963,0.5337184279080304,2020
2020,Arizona,AZ,Graham,DONALD J TRUMP,REPUBLICAN,7289,14995,Graham County,Arizona,0.11086127676214684,0.15885912809593186,0.7749321219715957,0.017831035923141187,0.3620021149101163,0.018152978498413817,0.22580913207860734,0.039095932527317294,0.49278986127761604,0.507210138722384,2020
2020,Arizona,AZ,Greenlee,DONALD J TRUMP,REPUBLICAN,1571,3685,Greenlee County,Arizona,0.12129593046226787,0.14603679309561662,0.8765979926043318,0.018489170628631802,0.24613050075872533,0.024886191198786038,0.25712288061527705,0.02272330012235623,0.5770194986072423,0.42298050139275767,2020
2020,Arizona,AZ,Maricopa,JOSEPH R BIDEN JR,DEMOCRAT,978457,2068144,Maricopa County,Arizona,0.09623472765628445,0.16523624581542506,0.7378767438840694,0.0565836177157297,0.27748211404923895,0.0805725758775138,0.18770411567655815,0.0891778469500774,0.6458236295813435,0.35417637041865646,2020
2020,Arizona,AZ,Mohave,DONALD J TRUMP,REPUBLICAN,56914,104668,Mohave County,Arizona,0.06354634448807801,0.30828455564482193,0.879553360695362,0.009365017677892681,0.41758375454857155,0.02468671540597038,0.2870977087661117,0.03233123955938284,0.4484156453278986,0.5515843546721014,2020
2020,Arizona,AZ,Navajo,DONALD J TRUMP,REPUBLICAN,18787,51767,Navajo County,Arizona,0.08902436818206487,0.19218460195657708,0.4725630492151155,0.010646498172683662,0.47225732022194145,0.014448167884414657,0.25102199727467395,0.050474151116549404,0.4612643009040904,0.5387356990959096,2020
2020,Arizona,AZ,Pima,JOSEPH R BIDEN JR,DEMOCRAT,282457,520397,Pima County,Arizona,0.12167555664301444,0.2126644945707078,0.7331474198729677,0.03509084466082991,0.3632580753488327,0.05043777467379825,0.17465419150337913,0.0994859497211095,0.5809674896817953,0.4190325103182047,2020
