year,state,state_po,county_name,candidate,party,candidatevotes,totalvotes,County Name,State Name,Females 18-24 %,Males 65+ %,White alone %,Black or African American alone %,"less than $39,999 %","more than $200,000 %",Regular high school diploma %,Master's degree %,In labor force %,Not in labor force %
2012,Pennsylvania,PA,Mckean,MITT ROMNEY,REPUBLICAN,9545,15108,McKean County,Pennsylvania,0.088834632359846,0.14526249266465038,0.9531886492831005,0.024027064969736025,0.4822927446245832,0.010405887087501437,0.42018221429986136,0.047303096322704165,0.5692961951164559,0.4307038048835441
2012,Pennsylvania,PA,Mercer,MITT ROMNEY,REPUBLICAN,25925,50863,Mercer County,Pennsylvania,0.09129973206612406,0.15910801491309448,0.9170802067414187,0.05492212854370933,0.45974261139494277,0.014874215870141629,0.3942352046477416,0.04700103477079204,0.5730506155950752,0.42694938440492475
2012,Pennsylvania,PA,Mifflin,MITT ROMNEY,REPUBLICAN,11939,16371,Mifflin County,Pennsylvania,0.07055705149781219,0.16544534589548984,0.9781556516897246,0.006746048742879171,0.5146686365555087,0.009550443224989448,0.44788906009244994,0.029738058551617874,0.5732056125202375,0.42679438747976256
2012,Pennsylvania,PA,Monroe,BARACK OBAMA,DEMOCRAT,35221,62917,Monroe County,Pennsylvania,0.09953049449907735,0.11904591276097654,0.7901456190284979,0.12991154205000413,0.342788242634783,0.023676621865461475,0.3242132593222615,0.061891758807466765,0.65036481226598,0.34963518773402
2012,Pennsylvania,PA,Montgomery,BARACK OBAMA,DEMOCRAT,233356,412200,Montgomery County,Pennsylvania,0.0753635642035814,0.13098991294664147,0.8221684089982823,0.08643606713956739,0.2419834914617165,0.1052898082659543,0.23344667240565783,0.126087316709469,0.6897341551633895,0.3102658448366105
2012,Pennsylvania,PA,Montour,MITT ROMNEY,REPUBLICAN,4652,7831,Montour County,Pennsylvania,0.07026688907422853,0.1551265749624321,0.9518719508852711,0.015238721701474538,0.41097963676389654,0.04733076499724821,0.3834332257568772,0.06969417550330413,0.5947940426673822,0.4052059573326177
2012,Pennsylvania,PA,Northampton,BARACK OBAMA,DEMOCRAT,67606,130735,Northampton County,Pennsylvania,0.09169084604806926,0.136281179138322,0.872361092904991,0.049065773950571226,0.3283708415744552,0.040207765364123946,0.31721271153089337,0.07207300275482094,0.6369903878024528,0.36300961219754724
2012,Pennsylvania,PA,Northumberland,MITT ROMNEY,REPUBLICAN,19518,33212,Northumberland County,Pennsylvania,0.07088677717646057,0.15500873555476036,0.9577831662095911,0.02358086000783558,0.48860275369709333,0.009816420193778685,0.4543501295031787,0.030668707322816107,0.5817100887273848,0.4182899112726152
2012,Pennsylvania,PA,Perry,MITT ROMNEY,REPUBLICAN,13120,19128,Perry County,Pennsylvania,0.07558063246293137,0.12443300767620377,0.9729422812343037,0.006857242689611496,0.3282488986784141,0.010077092511013215,0.42054980861092656,0.0400177153522508,0.6718605031927086,0.3281394968072914
2012,Pennsylvania,PA,Philadelphia,BARACK OBAMA,DEMOCRAT,588806,690327,Philadelphia County,Pennsylvania,0.12630034940497004,0.10036605185340687,0.4140742202015846,0.434298219111017,0.5266206036426653,0.02285580413051305,0.3049528321100095,0.06277545151645988,0.5904266426672148,0.4095733573327852
2012,Pennsylvania,PA,Pike,MITT ROMNEY,REPUBLICAN,12786,23279,Pike County,Pennsylvania,0.06593559617058312,0.15850515463917525,0.8980796350784338,0.050995003220920314,0.3207916287534122,0.024476797088262055,0.3168309419837804,0.06435433562071116,0.5962236432768753,0.4037763567231248
2012,Pennsylvania,PA,Potter,MITT ROMNEY,REPUBLICAN,5231,7242,Potter County,Pennsylvania,0.06915076008686707,0.18045199036365722,0.9809343868086569,0.004752089774418871,0.4874592603089131,0.0208303811818053,0.4531883822813565,0.04267402239169236,0.546550379351911,0.4534496206480891
2012,Pennsylvania,PA,Schuylkill,MITT ROMNEY,REPUBLICAN,32278,57727,Schuylkill County,Pennsylvania,0.06805282614371899,0.15147403150276714,0.9484435731909284,0.027018623043904417,0.4466991567006537,0.010595299479383244,0.42928475786654763,0.03974187309380347,0.5767853778029018,0.42321462219709816
2012,Pennsylvania,PA,Snyder,MITT ROMNEY,REPUBLICAN,10073,15002,Snyder County,Pennsylvania,0.12559952038369304,0.13578861456845542,0.9708985360928823,0.010297829379101463,0.4137234413096482,0.017972831765935213,0.4225472320285526,0.04356596966287776,0.6244666164658634,0.37553338353413657
2012,Pennsylvania,PA,Somerset,MITT ROMNEY,REPUBLICAN,23984,33942,Somerset County,Pennsylvania,0.06767276881791853,0.1576710582235444,0.9630464463278292,0.023042839846466937,0.4714257135236063,0.016904507868765004,0.4462855029846278,0.03331513796200102,0.5644356263756704,0.4355643736243296
2012,Pennsylvania,PA,Sullivan,MITT ROMNEY,REPUBLICAN,1868,2949,Sullivan County,Pennsylvania,0.06670882073980398,0.22674772036474164,0.9511854951185496,0.019525801952580194,0.5092592592592593,0.016414141414141416,0.46557445043550394,0.03235172127747823,0.5092709270927093,0.49072907290729073
2012,Pennsylvania,PA,Susquehanna,MITT ROMNEY,REPUBLICAN,10800,18044,Susquehanna County,Pennsylvania,0.06761980161132584,0.16840261775278828,0.9821407889555489,0.005234995714715898,0.42960499445708616,0.013769764863761013,0.42425417757522865,0.04883803613562171,0.6055588576604115,0.3944411423395885
2012,Pennsylvania,PA,Tioga,MITT ROMNEY,REPUBLICAN,11342,17004,Tioga County,Pennsylvania,0.11365017056871816,0.1685523643748187,0.9732420807490316,0.00848363869679903,0.4612235349163645,0.013919756696689671,0.3948796438013079,0.05047307638792264,0.5795099965329943,0.42049000346700566
2012,Pennsylvania,PA,Union,MITT ROMNEY,REPUBLICAN,9896,16268,Union County,Pennsylvania,0.14032059186189888,0.11707000689124002,0.8713287646849412,0.0728684585261659,0.4301770894595831,0.03306541201071685,0.3254457262716308,0.04843995804929208,0.5071205463497274,0.49287945365027264
2012,Pennsylvania,PA,Venango,MITT ROMNEY,REPUBLICAN,13815,22167,Venango County,Pennsylvania,0.07141326858530316,0.15845712796455563,0.9703818463501321,0.0079467784562107,0.4784461709211987,0.00732519422863485,0.43928351467871074,0.03767193594744406,0.5895995325632613,0.41040046743673875
2012,Pennsylvania,PA,Warren,MITT ROMNEY,REPUBLICAN,10010,17299,Warren County,Pennsylvania,0.0682231365419577,0.17198590121191637,0.9803426813736092,0.004782159421334679,0.46284306422964533,0.015584713229817223,0.4313699448834584,0.046882263098479315,0.5999941481113029,0.4000058518886971
2012,Pennsylvania,PA,Washington,MITT ROMNEY,REPUBLICAN,53230,94750,Washington County,Pennsylvania,0.0848701578326562,0.15187844975962966,0.9434386963966217,0.03213316916447027,0.384722370814165,0.03261890327258895,0.3710338152396922,0.06343169130728177,0.6234515815256243,0.37654841847437565
2012,Pennsylvania,PA,Wayne,MITT ROMNEY,REPUBLICAN,12896,21607,Wayne County,Pennsylvania,0.06438218101189276,0.1722193933221794,0.9461748790607851,0.029388707241056234,0.40325770191507077,0.01816194837635304,0.3695415695415695,0.06363636363636363,0.5464092063419433,0.4535907936580567
2012,Pennsylvania,PA,Westmoreland,MITT ROMNEY,REPUBLICAN,103932,169572,Westmoreland County,Pennsylvania,0.07155173794436229,0.1639182689600018,0.953104744886633,0.023150267076302425,0.4082997961636962,0.026537918779072807,0.3638126192860787,0.06300194637086869,0.6106830835188609,0.38931691648113903
2012,Pennsylvania,PA,Wyoming,MITT ROMNEY,REPUBLICAN,6587,11872,Wyoming County,Pennsylvania,0.0850354609929078,0.14708590043198075,0.9745579532971901,0.0077601785904113955,0.4029174594545619,0.016489988221436984,0.4324200448156447,0.04832959869627215,0.6248150404734963,0.3751849595265036
2012,Pennsylvania,PA,York,MITT ROMNEY,REPUBLICAN,113304,189229,York County,Pennsylvania,0.07998073410336336,0.12638635717316002,0.8888809629549518,0.05345633360102536,0.3291123429767796,0.029186096307575182,0.37064821583165186,0.05531545066546296,0.6795124211013955,0.3204875788986044
2012,Wisconsin,WI,Adams,BARACK OBAMA,DEMOCRAT,5542,10287,Adams County,Wisconsin,0.054460093896713614,0.21806770971448775,0.9325294286534597,0.03182122691166619,0.46112447039963356,0.0074430321768006414,0.34468137405518345,0.031155902415043322,0.49676194729790085,0.5032380527020992
2012,Wisconsin,WI,Ashland,BARACK OBAMA,DEMOCRAT,5399,8372,Ashland County,Wisconsin,0.09306365554038963,0.1465110504097343,0.8460249487991063,0.003661639669831813,0.5133744855967078,0.008965314520870077,0.3101856127066211,0.050512512697386644,0.6364911187285759,0.3635088812714241
2012,Wisconsin,WI,Barron,MITT ROMNEY,REPUBLICAN,11443,22692,Barron County,Wisconsin,0.06830648672181105,0.1619675279329609,0.9605727736367203,0.010635979251122444,0.45560231457127826,0.014729089952656496,0.3679584003961867,0.038102018076018325,0.6565431964857097,0.34345680351429037
2012,Wisconsin,WI,Bayfield,BARACK OBAMA,DEMOCRAT,6033,9788,Bayfield County,Wisconsin,0.04645776566757493,0.2021194107004394,0.8692134235309723,0.004642525533890436,0.45173856586351174,0.01630356369932189,0.2928278151480737,0.06979994758451996,0.5955545008701155,0.40444549912988453
2012,Wisconsin,WI,Brown,MITT ROMNEY,REPUBLICAN,64836,128928,Brown County,Wisconsin,0.09865106192997003,0.10001299819650024,0.8895286609851686,0.020826794782034877,0.36873414755885137,0.031159914842468755,0.29627392362930316,0.05480938145283077,0.7079507544850807,0.2920492455149193
2012,Wisconsin,WI,Buffalo,BARACK OBAMA,DEMOCRAT,3570,7039,Buffalo County,Wisconsin,0.06697702357711369,0.16804647785039942,0.9742321323095098,0.0026580035440047253,0.4174553101997897,0.01331931300385559,0.40610353088219975,0.032809082387251325,0.660518626734843,0.33948137326515704
2012,Wisconsin,WI,Burnett,MITT ROMNEY,REPUBLICAN,4550,8677,Burnett County,Wisconsin,0.0530752008428816,0.22671707624448645,0.9190494590417311,0.005989180834621329,0.5064529275913598,0.014400217361771498,0.3608829568788501,0.0399555099247091,0.5616353659479094,0.4383646340520906
2012,Wisconsin,WI,Calumet,MITT ROMNEY,REPUBLICAN,14539,26420,Calumet County,Wisconsin,0.0595807889090609,0.1043520465944022,0.9558006535947713,0.00196078431372549,0.27040871934604904,0.027465940054495912,0.34030079803560465,0.058440761203192144,0.7241406917164817,0.27585930828351835
2012,Wisconsin,WI,Chippewa,MITT ROMNEY,REPUBLICAN,15322,30932,Chippewa County,Wisconsin,0.07241665284458451,0.12692056988546419,0.9552451813604439,0.014496007183861967,0.3885660500900311,0.01567359633327877,0.343464833863515,0.03673346181531103,0.6771842700258398,0.3228157299741602
2012,Wisconsin,WI,Clark,MITT ROMNEY,REPUBLICAN,7412,13801,Clark County,Wisconsin,0.07030288827699338,0.1383615529331281,0.9744004622941347,0.0030338052585957816,0.4600626767560957,0.014293357792555224,0.40042904742343327,0.024693048518873523,0.6580343213728549,0.3419656786271451
2012,Wisconsin,WI,Columbia,BARACK OBAMA,DEMOCRAT,17175,30546,Columbia County,Wisconsin,0.06467858556063168,0.1277216376705907,0.9595554456145311,0.01325181991660188,0.32996955197912137,0.022053066550674207,0.32627343809306913,0.04724309825653483,0.6946884984025559,0.3053115015974441
2012,Wisconsin,WI,Crawford,BARACK OBAMA,DEMOCRAT,4629,7817,Crawford County,Wisconsin,0.05943184649887864,0.16529880938619812,0.9664208190921628,0.020147508544702285,0.47259172635579594,0.01432539102470399,0.4032230847114411,0.03872764090448869,0.6230513483561138,0.37694865164388625
2012,Wisconsin,WI,Dane,BARACK OBAMA,DEMOCRAT,216071,304181,Dane County,Wisconsin,0.1310529694116887,0.09013887171879507,0.8591783090222053,0.05056904965343133,0.31911003490059214,0.044802164620995254,0.18465089621001662,0.12012941253848394,0.7403918004645057,0.2596081995354943
2012,Wisconsin,WI,Dodge,MITT ROMNEY,REPUBLICAN,25211,44488,Dodge County,Wisconsin,0.06898026081379605,0.12390120492260194,0.9444225329892609,0.027642239776428032,0.3598886453829296,0.01492625718178049,0.3501619783814992,0.03271642557013183,0.6601462904911181,0.33985370950888194
2012,Wisconsin,WI,Door,BARACK OBAMA,DEMOCRAT,9357,17671,Door County,Wisconsin,0.0500460764159637,0.20820922629858335,0.9625071756601608,0.005022962112514352,0.4059875867104783,0.026359985396129975,0.33879807016722097,0.06464002997798492,0.6536741753142664,0.3463258246857336
2012,Wisconsin,WI,Douglas,BARACK OBAMA,DEMOCRAT,14863,22894,Douglas County,Wisconsin,0.09719702467343977,0.1322381930184805,0.93217023406046,0.013556854627755157,0.43697172075550456,0.012991756234999478,0.28427572957037334,0.052171320679717775,0.6692417900384864,0.3307582099615136
2012,Wisconsin,WI,Dunn,BARACK OBAMA,DEMOCRAT,11316,21992,Dunn County,Wisconsin,0.19497980910425844,0.11065648299690853,0.9496894126244633,0.005069882159495752,0.4012723268901395,0.01162221678492782,0.3236727956700319,0.059383516947526006,0.6656341565508581,0.3343658434491419
2012,Wisconsin,WI,Eau Claire,BARACK OBAMA,DEMOCRAT,30666,54806,Eau Claire County,Wisconsin,0.18421732477494485,0.10999156916370216,0.9315021424529064,0.009317648961112458,0.42581213800050366,0.0221606648199446,0.2578541594439767,0.07780694368778168,0.7059664210173114,0.29403357898268856
2012,Wisconsin,WI,Florence,MITT ROMNEY,REPUBLICAN,1645,2625,Florence County,Wisconsin,0.06187443130118289,0.19230769230769232,0.9449398127507802,0.0,0.4268162393162393,0.006944444444444444,0.3859597156398104,0.03998815165876777,0.5631326584976025,0.4368673415023974
2012,Wisconsin,WI,Fond Du Lac,MITT ROMNEY,REPUBLICAN,30355,53402,Fond du Lac County,Wisconsin,0.08772031652059512,0.12870314692323112,0.9443870167459169,0.010514191204701852,0.3633485154784811,0.020922132644859585,0.34554039269879655,0.044912765589911904,0.7012486928707634,0.29875130712923664
2012,Wisconsin,WI,Forest,BARACK OBAMA,DEMOCRAT,2425,4648,Forest County,Wisconsin,0.07532751091703056,0.19765739385065886,0.8245913898087811,0.008439269308834527,0.4970153127433169,0.009862444848170258,0.3721288731308771,0.03699707106520734,0.5420684189671113,0.45793158103288867
2012,Wisconsin,WI,Grant,BARACK OBAMA,DEMOCRAT,13594,24248,Grant County,Wisconsin,0.14121577574967406,0.12866357361095396,0.9726961120360396,0.011536578199980413,0.42550446405532333,0.012179387934148732,0.3650066781148636,0.04995865928893977,0.6518868379198998,0.34811316208010024
2012,Wisconsin,WI,Green,BARACK OBAMA,DEMOCRAT,11206,19322,Green County,Wisconsin,0.06143804951723394,0.13197524779584907,0.9758695652173913,0.005489130434782608,0.3560512185047501,0.02306209555280187,0.3502867017516299,0.043594375932762545,0.7180897050178096,0.2819102949821904
2012,Wisconsin,WI,Green Lake,MITT ROMNEY,REPUBLICAN,5782,9675,Green Lake County,Wisconsin,0.06415212621460663,0.16886126619614453,0.9720939991607218,0.004878304657994125,0.40340694006309147,0.02056782334384858,0.3954886102248275,0.03880685612525043,0.6715376513954713,0.3284623486045287
2012,Wisconsin,WI,Iowa,BARACK OBAMA,DEMOCRAT,8105,12534,Iowa County,Wisconsin,0.05919448415034054,0.12987562399526187,0.9799257759784076,0.0030786099865047233,0.3570536828963795,0.018414481897627965,0.3421293192760071,0.04991163385946736,0.7187819443697208,0.28121805563027924
2012,Wisconsin,WI,Iron,MITT ROMNEY,REPUBLICAN,1790,3632,Iron County,Wisconsin,0.04899625723035046,0.2349457058242843,0.9782535965205754,0.0045165607226497154,0.5238095238095238,0.009657009657009658,0.32151249732963044,0.04913480025635548,0.5373568794876771,0.4626431205123229
2012,Wisconsin,WI,Jackson,BARACK OBAMA,DEMOCRAT,5298,9313,Jackson County,Wisconsin,0.06994328922495274,0.14586769287154114,0.892982971227246,0.026032491681346644,0.4595322639892249,0.013223950042855395,0.34822869168712733,0.04517713083128727,0.5966288691388293,0.4033711308611707
2012,Wisconsin,WI,Jefferson,MITT ROMNEY,REPUBLICAN,23517,44281,Jefferson County,Wisconsin,0.10159906859600351,0.11813556067588325,0.9547109885255102,0.007283495122446299,0.3522004698512138,0.01835552075176194,0.32227881940681335,0.058614211914309454,0.7149532003689535,0.2850467996310465
2012,Wisconsin,WI,Juneau,BARACK OBAMA,DEMOCRAT,6242,11827,Juneau County,Wisconsin,0.06773002278620256,0.1580077286389008,0.9456200142316767,0.015242874798696678,0.4404375637341244,0.01427644386761843,0.366663143430927,0.02726984462530388,0.6240862403997409,0.3759137596002591
2012,Wisconsin,WI,Kenosha,BARACK OBAMA,DEMOCRAT,44867,80897,Kenosha County,Wisconsin,0.09618289738191248,0.09728567262830481,0.8629825752976745,0.06876115715891401,0.36455273591114107,0.030834176016436333,0.29035510249803964,0.06070535080840895,0.6894702531547333,0.31052974684526674
2012,Wisconsin,WI,Kewaunee,MITT ROMNEY,REPUBLICAN,5747,11037,Kewaunee County,Wisconsin,0.06334258524980174,0.1476407914764079,0.9707766990291262,0.0044174757281553395,0.34614443084455326,0.012117503059975521,0.4222454672245467,0.025383542538354256,0.6829223408170777,0.31707765918292236
2012,Wisconsin,WI,La Crosse,BARACK OBAMA,DEMOCRAT,36693,63462,La Crosse County,Wisconsin,0.16479975448826148,0.11607955052171587,0.920256629299674,0.016666957234261405,0.3941334838681662,0.022884189500195405,0.26741939045936397,0.07472946113074205,0.7011973933421078,0.2988026066578922
2012,Wisconsin,WI,Lafayette,BARACK OBAMA,DEMOCRAT,4536,7952,Lafayette County,Wisconsin,0.07230675593426658,0.1403549472219,0.9828344024708957,0.004751722499406035,0.3845104577144589,0.01424674143679903,0.41794096728307256,0.03511735419630156,0.6994715478287509,0.3005284521712491
2012,Wisconsin,WI,Langlade,MITT ROMNEY,REPUBLICAN,5816,10519,Langlade County,Wisconsin,0.06021527213647441,0.17984757002870436,0.9586486892887575,0.005112525687935442,0.4573572890607232,0.013873095292244713,0.4226013676866754,0.02873523520066312,0.6189487821256333,0.38105121787436663
2012,Wisconsin,WI,Lincoln,BARACK OBAMA,DEMOCRAT,7563,15216,Lincoln County,Wisconsin,0.05902874686017304,0.1654611211573237,0.9704632532218739,0.00877742946708464,0.4008154304531912,0.01003606711619884,0.3797909407665505,0.03827913279132791,0.6459762280066459,0.35402377199335405
2012,Wisconsin,WI,Manitowoc,MITT ROMNEY,REPUBLICAN,21604,42617,Manitowoc County,Wisconsin,0.07147734477881286,0.14575260804769002,0.9451923313562868,0.005020549799424114,0.397294296400187,0.018729546517064048,0.3838632094517494,0.04044730790162035,0.680131087569545,0.319868912430455
2012,Wisconsin,WI,Marathon,MITT ROMNEY,REPUBLICAN,36617,69862,Marathon County,Wisconsin,0.07502958934483947,0.12601420631854252,0.9188308054998098,0.005170059907043367,0.3588943716559847,0.025315259108010513,0.3428243626374839,0.04962105750879786,0.7112461716981491,0.2887538283018509
2012,Wisconsin,WI,Marinette,MITT ROMNEY,REPUBLICAN,10619,20777,Marinette County,Wisconsin,0.07503573130061934,0.18007144926136912,0.9706742758488395,0.002805486284289277,0.48591885441527444,0.012781755502519226,0.38278753993610226,0.031616080937167196,0.6073957970509695,0.39260420294903053
2012,Wisconsin,WI,Marquette,BARACK OBAMA,DEMOCRAT,4014,8105,Marquette County,Wisconsin,0.05992063492063492,0.19305662311042787,0.9715605883118573,0.0030587010282441753,0.44240678993634436,0.006668687481054865,0.3932862190812721,0.032773851590106005,0.6099447513812155,0.39005524861878454
2012,Wisconsin,WI,Menominee,BARACK OBAMA,DEMOCRAT,1191,1377,Menominee County,Wisconsin,0.09818520241973011,0.12988235294117648,0.13921385119326157,0.008189050070191857,0.5381619937694704,0.0,0.2728719172633254,0.028639618138424822,0.5340146917917599,0.4659853082082402
2012,Wisconsin,WI,Milwaukee,BARACK OBAMA,DEMOCRAT,332438,492576,Milwaukee County,Wisconsin,0.1093242531078801,0.09585971791292323,0.628534815716302,0.2646072614791714,0.463386628251486,0.022814719615707735,0.25394184689494204,0.06849419379402247,0.6688666940821841,0.33113330591781587
2012,Wisconsin,WI,Monroe,MITT ROMNEY,REPUBLICAN,9675,19485,Monroe County,Wisconsin,0.07500113569254531,0.13039073168582882,0.9469517377107841,0.011271637518450598,0.40397844531070853,0.011866544370557211,0.36233975434592924,0.0369152292100141,0.6714699913018266,0.3285300086981734
2012,Wisconsin,WI,Oconto,MITT ROMNEY,REPUBLICAN,10741,19859,Oconto County,Wisconsin,0.061211235590193216,0.1531192900026103,0.9674213435374149,0.001833545918367347,0.39842824175138775,0.015468097049834716,0.3946878259573834,0.02991357472805841,0.6650507848568791,0.334949215143121
2012,Wisconsin,WI,Oneida,MITT ROMNEY,REPUBLICAN,10917,21652,Oneida County,Wisconsin,0.06315377300441909,0.20427501101806964,0.9683865774792528,0.004773932110244525,0.45402440527548377,0.020892394921730555,0.3136762860727729,0.06151745516274264,0.6005404336650629,0.39945956633493707
2012,Wisconsin,WI,Outagamie,MITT ROMNEY,REPUBLICAN,47372,94596,Outagamie County,Wisconsin,0.08481246757933196,0.10206699281490142,0.9209965097269441,0.01064618134712095,0.32965876995792265,0.027724940918784944,0.32193819936351503,0.05588064196009992,0.7218445124161025,0.27815548758389746
2012,Wisconsin,WI,Ozaukee,MITT ROMNEY,REPUBLICAN,36077,55817,Ozaukee County,Wisconsin,0.07436013590033975,0.1377042976418553,0.9502250402064122,0.013664395052586516,0.24201448977796028,0.10333499545361217,0.20912055402407045,0.10554360250117663,0.6990659108462177,0.3009340891537823
2012,Wisconsin,WI,Pepin,BARACK OBAMA,DEMOCRAT,1876,3699,Pepin County,Wisconsin,0.06529395827688973,0.16671091053889037,0.9837758112094396,0.004558862965942612,0.4047066622472655,0.018561484918793503,0.4054982817869416,0.031118747613592974,0.671859296482412,0.32814070351758795
2012,Wisconsin,WI,Pierce,MITT ROMNEY,REPUBLICAN,10397,21020,Pierce County,Wisconsin,0.1881712591728629,0.09898840365161608,0.9675334214778905,0.0057293962097840455,0.3204006677796327,0.02731218697829716,0.2864969384466645,0.0633660973251692,0.728741006102189,0.2712589938978111
2012,Wisconsin,WI,Polk,MITT ROMNEY,REPUBLICAN,12094,22573,Polk County,Wisconsin,0.06516506970618954,0.14973043990395507,0.9690434072662948,0.003311108087268109,0.3968531468531469,0.01852054195804196,0.3551829268292683,0.04929942916450441,0.6682919874536641,0.3317080125463359
2012,Wisconsin,WI,Portage,BARACK OBAMA,DEMOCRAT,22075,39337,Portage County,Wisconsin,0.16559640847871795,0.11325467229351477,0.9445642395076185,0.00305596412812201,0.38617682796083197,0.02208562647416196,0.330359180320387,0.05976450184838666,0.6876739667034294,0.31232603329657055
2012,Wisconsin,WI,Price,BARACK OBAMA,DEMOCRAT,3887,7901,Price County,Wisconsin,0.05125628140703518,0.19328316610925306,0.9708648610423591,0.002616505197652217,0.4716981132075472,0.01204644412191582,0.39582748620076713,0.031901955281130136,0.6204033214709371,0.37959667852906287
2012,Wisconsin,WI,Racine,BARACK OBAMA,DEMOCRAT,53008,103364,Racine County,Wisconsin,0.0765467187737908,0.11585447989306696,0.8143972023956025,0.10632537533841989,0.3697129660178159,0.030115473441108546,0.2849476770444994,0.06029962260106713,0.6640653690782226,0.33593463092177744
2012,Wisconsin,WI,Richland,BARACK OBAMA,DEMOCRAT,4969,8655,Richland County,Wisconsin,0.0745258955306643,0.16183494390758635,0.9712541620421754,0.004772475027746948,0.4416181842781762,0.0120416723041537,0.38794832704806226,0.04140255155259568,0.650299902357372,0.349700097642628
2012,Wisconsin,WI,Rock,BARACK OBAMA,DEMOCRAT,49219,80690,Rock County,Wisconsin,0.0847353780925656,0.11916341794816442,0.9036394023298162,0.039088029135174236,0.3914071675713424,0.0160619623527918,0.31615907469300386,0.049692065041871646,0.6684524904245196,0.33154750957548035
2012,Wisconsin,WI,Rusk,MITT ROMNEY,REPUBLICAN,3676,7191,Rusk County,Wisconsin,0.058703628210354665,0.18219121871153057,0.974505794137696,0.006203135650988412,0.5165087129318251,0.008254356465912565,0.38992750858450975,0.031476535673407094,0.6070163602631136,0.3929836397368865
2012,Wisconsin,WI,St. Croix,MITT ROMNEY,REPUBLICAN,25503,46225,St. Croix County,Wisconsin,0.06589727149675857,0.09097794187257408,0.9600298709149746,0.007823334874293233,0.253949915693499,0.04358958346343596,0.25601017519974206,0.07059940525240944,0.7498084710517675,0.2501915289482325
2012,Wisconsin,WI,Sauk,BARACK OBAMA,DEMOCRAT,18736,31927,Sauk County,Wisconsin,0.07094256876592177,0.13063150410445348,0.939583232450406,0.005229770955401675,0.3719806763285024,0.018616707906209496,0.3483860373463451,0.0478793281411279,0.7199468900010213,0.28005310999897864
2012,Wisconsin,WI,Sawyer,BARACK OBAMA,DEMOCRAT,4486,9025,Sawyer County,Wisconsin,0.05973424356942582,0.19887787990927538,0.791978287092883,0.0023522316043425814,0.5022020725388601,0.012305699481865285,0.30403839788149617,0.054203905991393575,0.5932852304520689,0.40671476954793107
2012,Wisconsin,WI,Shawano,MITT ROMNEY,REPUBLICAN,11022,20279,Shawano County,Wisconsin,0.06802428414360151,0.16889144060092817,0.8928024868483979,0.00389765662362506,0.43411347929612637,0.013008885533422382,0.4260016353229763,0.03168438266557645,0.6471009305654974,0.3528990694345025
2012,Wisconsin,WI,Sheboygan,MITT ROMNEY,REPUBLICAN,34072,62651,Sheboygan County,Wisconsin,0.07542468856172141,0.12572867441619814,0.9098173812804978,0.014517624829905441,0.36744498063231695,0.017701413083464977,0.33753346783915134,0.04906924511781948,0.6929771810319378,0.3070228189680622
2012,Wisconsin,WI,Taylor,MITT ROMNEY,REPUBLICAN,5601,9512,Taylor County,Wisconsin,0.06566808848328538,0.14540284360189573,0.9816295865445204,0.00315059861373661,0.4466515323496027,0.013507377979568672,0.4156340720810026,0.033774693761948596,0.6699864748555269,0.33001352514447313
2012,Wisconsin,WI,Trempealeau,BARACK OBAMA,DEMOCRAT,7605,13481,Trempealeau County,Wisconsin,0.06482196783481986,0.14328725879293827,0.9508196721311475,0.002634041520812394,0.4022102287329735,0.013364173734258545,0.385495608531995,0.04577164366373902,0.6948875436348372,0.3051124563651628
2012,Wisconsin,WI,Vernon,BARACK OBAMA,DEMOCRAT,8044,14269,Vernon County,Wisconsin,0.0652508876532458,0.15536912751677853,0.9748885238206993,0.0032185603647701747,0.4398909431711681,0.011161284825764676,0.3485385960529603,0.05510866849862603,0.627365101611773,0.37263489838822705
2012,Wisconsin,WI,Vilas,MITT ROMNEY,REPUBLICAN,7749,13842,Vilas County,Wisconsin,0.04928713058257011,0.2524316388328134,0.8743543208153008,0.008562520359253572,0.4904386951631046,0.021841019872515934,0.30244902883339364,0.0607431535770298,0.5628179182847454,0.43718208171525463
2012,Wisconsin,WI,Walworth,MITT ROMNEY,REPUBLICAN,29006,52303,Walworth County,Wisconsin,0.10954270855735206,0.11981782998768593,0.9333007526146027,0.00959827973805102,0.35359200142106734,0.029208008729413554,0.3005253887726376,0.061119725412859226,0.6880113008229947,0.3119886991770053
2012,Wisconsin,WI,Washburn,MITT ROMNEY,REPUBLICAN,4699,9287,Washburn County,Wisconsin,0.05414171656686627,0.20540815031103213,0.9656452526269427,0.0033348014849304726,0.4897435897435897,0.010931174089068825,0.35401305195355537,0.04720739045681838,0.5782671866636079,0.4217328133363921
2012,Wisconsin,WI,Washington,MITT ROMNEY,REPUBLICAN,54765,78742,Washington County,Wisconsin,0.06396790334941171,0.11934263527898178,0.9612105582524272,0.010019720873786407,0.2712939226306355,0.039532776931824755,0.2865953041716224,0.06559182414871592,0.7244275177168201,0.2755724822831799
2012,Wisconsin,WI,Waukesha,MITT ROMNEY,REPUBLICAN,162798,243856,Waukesha County,Wisconsin,0.06800068514544227,0.12692295625437927,0.9369964591779135,0.012698209062451891,0.23294878917611686,0.07239452269682016,0.23084669552776796,0.09587707400457071,0.7053030817872619,0.29469691821273813
